2.41	2.11	2.73253
2.421	2.121	2.61259
2.4331	2.1331	2.4867
2.44641	2.14641	2.35535
2.46105	2.16105	2.2193
2.47716	2.17716	2.07957
2.49487	2.19487	1.93752
2.51436	2.21436	1.7949
2.53579	2.23579	1.65395
2.55937	2.25937	1.51744
2.58531	2.28531	1.38877
2.61384	2.31384	1.27204
2.64523	2.34523	1.17219
2.67975	2.37975	1.09501
2.71772	2.41772	1.04734
2.7595	2.41772	1.03547
2.77098	2.40624	1.03513
2.77098	2.39992	1.03513
2.77793	2.39297	1.03495
2.77793	2.38915	1.03493
2.78214	2.38494	1.03484
2.78214	2.38032	1.03482
2.78723	2.37523	1.0347
2.78723	2.36963	1.03469
2.79338	2.36348	1.03453
2.79338	2.35671	1.03452
2.80083	2.34926	1.03431
2.80083	2.34516	1.03429
2.80534	2.34065	1.03417
2.80534	2.3357	1.03416
2.81079	2.33024	1.03401
2.81079	2.32424	1.03401
2.81739	2.31765	1.0338
2.81739	2.31402	1.03379
2.82138	2.31003	1.03368
2.82138	2.30563	1.03367
2.82621	2.3008	1.03352
2.82887	2.29815	1.03346
2.82887	2.29523	1.03343
2.83208	2.29201	1.03336
2.83208	2.28848	1.03333
2.83597	2.28459	1.03323
2.83597	2.28031	1.0332
2.84068	2.2756	1.03307
2.84068	2.27042	1.03305
2.84637	2.26473	1.03288
2.84637	2.25847	1.03287
2.85326	2.25158	1.03265
2.85326	2.24779	1.03263
2.85743	2.24362	1.03251
2.85743	2.23903	1.0325
2.86248	2.23399	1.03234
2.86248	2.22844	1.03234
2.86858	2.22234	1.03213
2.87194	2.21898	1.03205
2.87194	2.21529	1.03202
2.876	2.21122	1.03192
2.876	2.20676	1.03188
2.88091	2.20184	1.03175
2.88091	2.19644	1.03172
2.88686	2.19049	1.03155
2.88686	2.18395	1.03154
2.89406	2.17675	1.03131
2.89406	2.17279	1.03129
2.89841	2.16844	1.03116
2.89841	2.16365	1.03116
2.90368	2.15838	1.03099
2.90657	2.15549	1.03092
2.90657	2.1523	1.0309
2.91008	2.14879	1.03081
2.91008	2.14494	1.03079
2.91432	2.1407	1.03068
2.91432	2.13603	1.03066
2.91945	2.1309	1.03052
2.92228	2.12807	1.03046
2.92228	2.12497	1.03043
2.92569	2.12155	1.03035
2.92569	2.1178	1.03032
2.92983	2.11366	1.03023
2.92983	2.10912	1.03021
2.93483	2.10412	1.03008
2.93483	2.09861	1.03008
2.94088	2.09256	1.02991
2.94088	2.08923	1.02991
2.94454	2.08557	1.02981
2.94655	2.08356	1.02977
2.94655	2.08135	1.02976
2.94899	2.07891	1.02971
2.94899	2.07623	1.0297
2.95194	2.07328	1.02963
2.95194	2.07004	1.02963
2.9555	2.06647	1.02954
2.95747	2.06451	1.02951
2.95747	2.06235	1.0295
2.95984	2.05998	1.02945
2.95984	2.05737	1.02944
2.96271	2.05449	1.02939
2.96271	2.05133	1.02938
2.96619	2.04786	1.02931
2.9681	2.04595	1.02928
2.9681	2.04384	1.02927
2.97041	2.04153	1.02923
2.97041	2.03899	1.02922
2.97321	2.03619	1.02917
2.97321	2.03311	1.02917
2.9766	2.02972	1.0291
2.97846	2.02786	1.02908
2.97846	2.02581	1.02907
2.98071	2.02356	1.02904
2.98071	2.02108	1.02903
2.98344	2.01835	1.02899
2.98344	2.01535	1.02899
