3.79	2.89	6.58989
3.779	2.879	6.4686
3.7669	2.8669	6.33612
3.75359	2.85359	6.19155
3.73895	2.83895	6.03396
3.72284	2.82284	5.86238
3.70513	2.80513	5.67583
3.68564	2.78564	5.47334
3.66421	2.76421	5.254
3.64063	2.74063	5.01695
3.61469	2.71469	4.76151
3.58616	2.68616	4.48718
3.55477	2.65477	4.19385
3.52025	2.62025	3.88186
3.48228	2.58228	3.55228
3.4405	2.5405	3.20721
3.39455	2.49455	2.85014
3.34401	2.44401	2.48661
3.28841	2.38841	2.12502
3.22725	2.32725	1.77785
3.15998	2.25998	1.46346
3.08597	2.18597	1.2087
3.00457	2.10457	1.05298
2.91503	2.10457	1.03221
2.91503	2.15382	1.03112
2.91503	2.12673	1.03078
2.92992	2.11183	1.03021
2.93197	2.10979	1.03017
2.93197	2.10753	1.03015
2.93445	2.10505	1.03009
2.93445	2.10233	1.03008
2.93745	2.09933	1.03001
2.93745	2.09603	1.03
2.94108	2.0924	1.02991
2.94108	2.08841	1.0299
2.94547	2.08402	1.02979
2.94789	2.0816	1.02974
2.94789	2.07895	1.02973
2.95081	2.07602	1.02967
2.95081	2.07281	1.02965
2.95434	2.06927	1.02958
2.95434	2.06538	1.02957
2.95862	2.06111	1.02947
2.96098	2.05875	1.02943
2.96098	2.05616	1.02942
2.96382	2.05332	1.02937
2.96382	2.05018	1.02936
2.96727	2.04674	1.02929
2.96727	2.04295	1.02929
2.97144	2.03878	1.0292
2.97373	2.03649	1.02917
2.97373	2.03397	1.02916
2.9765	2.03119	1.02911
2.9765	2.02814	1.02911
2.97986	2.02478	1.02905
2.97986	2.02294	1.02905
2.98189	2.02091	1.02901
2.98189	2.01867	1.02901
2.98435	2.01621	1.02897
2.9857	2.01486	1.02896
2.9857	2.01338	1.02895
2.98734	2.01174	1.02893
2.98734	2.00994	1.02893
2.98931	2.00796	1.0289
2.98931	2.00579	1.0289
2.99171	2.00339	1.02886
2.99303	2.00207	1.02885
2.99303	2.00063	1.02885
2.99462	1.99903	1.02883
2.99462	1.99728	1.02883
2.99655	1.99535	1.0288
2.99761	1.99429	1.02879
2.99761	1.99312	1.02879
2.99889	1.99184	1.02878
2.99889	1.99043	1.02878
3.00044	1.98888	1.02876
3.00044	1.98717	1.02876
3.00232	1.98529	1.02874
3.00336	1.98426	1.02873
3.00336	1.98312	1.02873
3.00461	1.98187	1.02872
3.00461	1.9805	1.02872
3.00612	1.97898	1.02871
3.00695	1.97815	1.0287
3.00695	1.97724	1.0287
3.00796	1.97623	1.02869
3.00796	1.97512	1.02869
3.00918	1.9739	1.02868
3.00918	1.97256	1.02868
3.01065	1.97109	1.02867
3.01146	1.97028	1.02867
3.01146	1.96939	1.02867
3.01244	1.96841	1.02866
3.01244	1.96733	1.02866
3.01363	1.96614	1.02865
3.01428	1.96549	1.02865
3.01428	1.96477	1.02865
3.01507	1.96398	1.02864
3.01507	1.96311	1.02864
3.01603	1.96215	1.02864
3.01603	1.96163	1.02864
3.0166	1.96105	1.02864
3.01692	1.96073	1.02864
3.01692	1.96038	1.02864
3.01731	1.96	1.02863
3.01731	1.95957	1.02863
3.01777	1.95911	1.02863
3.01777	1.9586	1.02863
3.01834	1.95803	1.02863
3.01865	1.95772	1.02863
3.01865	1.95738	1.02863
3.01902	1.95701	1.02863
3.01902	1.95659	1.02863
3.01948	1.95614	1.02863
3.01972	1.95589	1.02863
3.01972	1.95562	1.02863
3.02003	1.95532	1.02862
3.02003	1.95498	1.02862
3.02039	1.95462	1.02862
3.02039	1.95422	1.02862
