2.31	1.51	7.84898
2.321	1.521	7.55178
2.3331	1.5331	7.23538
2.34641	1.54641	6.89976
2.36105	1.56105	6.54519
2.37716	1.57716	6.17231
2.39487	1.59487	5.7822
2.41436	1.61436	5.3765
2.43579	1.63579	4.95744
2.45937	1.65937	4.52801
2.48531	1.68531	4.09203
2.51384	1.71384	3.65427
2.54523	1.74523	3.22058
2.57975	1.77975	2.79798
2.61772	1.81772	2.39479
2.6595	1.8595	2.02073
2.70545	1.90545	1.68699
2.75599	1.95599	1.40631
2.81159	2.01159	1.19298
2.87275	2.07275	1.0629
2.94002	2.07275	1.03052
2.94002	2.10975	1.03042
2.94002	2.0894	1.02994
2.94562	2.0838	1.02979
2.9487	2.08073	1.02973
2.9487	2.07734	1.02971
2.95242	2.07362	1.02963
2.95242	2.06952	1.02962
2.95693	2.06501	1.02952
2.95693	2.06006	1.02952
2.96238	2.0546	1.02939
2.96238	2.0516	1.02939
2.96568	2.0483	1.02932
2.9675	2.04649	1.02929
2.9675	2.04449	1.02928
2.96969	2.0423	1.02924
2.96969	2.03988	1.02923
2.97235	2.03723	1.02918
2.97381	2.03577	1.02916
2.97381	2.03416	1.02916
2.97558	2.03239	1.02913
2.97558	2.03045	1.02912
2.97772	2.02831	1.02909
2.97772	2.02595	1.02908
2.98031	2.02336	1.02904
2.98173	2.02194	1.02902
2.98173	2.02038	1.02901
2.98345	2.01865	1.02899
2.98345	2.01676	1.02899
2.98554	2.01467	1.02896
2.98554	2.01238	1.02895
2.98806	2.00986	1.02892
2.98945	2.00847	1.0289
2.98945	2.00695	1.0289
2.99112	2.00527	1.02888
2.99112	2.00342	1.02887
2.99315	2.00139	1.02885
2.99427	2.00027	1.02884
2.99427	1.99904	1.02883
2.99562	1.99769	1.02882
2.99562	1.99621	1.02881
2.99726	1.99457	1.0288
2.99726	1.99277	1.02879
2.99924	1.99079	1.02877
3.00033	1.9897	1.02876
3.00033	1.98851	1.02876
3.00164	1.98719	1.02875
3.00164	1.98574	1.02875
3.00324	1.98415	1.02873
3.00324	1.9824	1.02873
3.00516	1.98047	1.02871
3.00622	1.97941	1.02871
3.00622	1.97824	1.0287
3.00751	1.97696	1.0287
3.00751	1.97555	1.02869
3.00906	1.97399	1.02868
3.00906	1.97314	1.02868
3.01	1.9722	1.02868
3.01052	1.97168	1.02867
3.01108	1.97111	1.02867
3.01108	1.97049	1.02867
3.01177	1.9698	1.02866
3.01177	1.96905	1.02866
3.0126	1.96821	1.02866
3.0126	1.9673	1.02866
3.01361	1.96629	1.02865
3.01361	1.96574	1.02865
3.01422	1.96513	1.02865
3.01422	1.96446	1.02865
3.01496	1.96372	1.02864
3.01536	1.96332	1.02864
3.01581	1.96287	1.02864
3.01581	1.96238	1.02864
3.01635	1.96184	1.02864
3.01635	1.96125	1.02864
3.017	1.96059	1.02864
3.017	1.95988	1.02864
3.01779	1.95909	1.02863
3.01823	1.95865	1.02863
3.01823	1.95817	1.02863
3.01875	1.95765	1.02863
3.01875	1.95707	1.02863
3.01939	1.95643	1.02863
3.01939	1.95608	1.02863
3.01977	1.9557	1.02862
3.01977	1.95528	1.02862
3.02024	1.95481	1.02862
3.02049	1.95455	1.02862
3.02049	1.95427	1.02862
3.0208	1.95396	1.02862
3.0208	1.95362	1.02862
3.02118	1.95325	1.02862
3.02138	1.95304	1.02862
3.02138	1.95281	1.02862
3.02163	1.95256	1.02862
3.02163	1.95229	1.02862
3.02194	1.95199	1.02862
3.0221	1.95182	1.02862
3.0221	1.95164	1.02862
3.0223	1.95144	1.02862
3.0223	1.95122	1.02862
3.02255	1.95097	1.02862
3.02255	1.95071	1.02862
3.02284	1.95041	1.02862
3.023	1.95025	1.02862
3.023	1.95007	1.02862
3.0232	1.94988	1.02862
3.0232	1.94966	1.02862
3.02344	1.94942	1.02862
3.02357	1.94929	1.02862
3.02357	1.94915	1.02862
3.02372	1.94899	1.02862
3.02372	1.94882	1.02862
3.02391	1.94863	1.02862
3.02402	1.94852	1.02862
3.02402	1.94841	1.02862
3.02415	1.94828	1.02861
3.02415	1.94814	1.02861
3.0243	1.94799	1.02861
3.0243	1.94782	1.02861
